,text,annotations,language,created_at,month,day,source
1843,#陕西防控新型肺炎# 【西安老年大学师生——以“艺”抗疫献真情】近日，西安老年大学学员们把对奋战在抗疫前线英雄们的深情祝福，化为一幅幅书画、一首首诗歌。截至2月29日，师生创作书画作品600余幅，朗诵、短视频50多个，诗歌 100多首、剪纸20多幅，表现了老年学员的家国情怀。 ...全文,,cn,昨天 09:58,3,3,weibo
1844,大锅药在国内覆灭，在国外复活#中医##新冠肺炎##中医抗疫第一线#杨桢讲中药的故事超话@几文不名 @九星悬朗七曜周旋 @王敬刮痧 @徐文兵 @芋头微波 『海外抗疫，大锅中药在欧洲开煮』海外抗疫，大锅中药在欧洲开煮 ,,cn,3/2/20,3,2,weibo
1845,肺炎超话#新冠肺炎##抗疫影片##灾难时刻# @全球音乐影视排行榜 纪录片《灾难时刻》完整版，建议先马！这是以2003年春天爆发的SARS疫情为切入点和结构主线的纪录电影，以中央新闻纪录电影制片厂近二百名摄影师半个多世纪持续不断地跟踪拍摄为素材，除SARS外，还记录了历次重大自然灾害。   ...全文,,cn,昨天 09:50,3,3,weibo
1846,#意大利累计确诊2036例新冠肺炎# 儋州新闻超话 爱心企业慰问一线新闻工作者儋州新闻中心消息   3月2日，海南芸鑫商贸有限公司到市新闻中心开展“抗击疫情，我们在行动”爱心捐赠物资活动，慰问在疫情防控一线的新闻工作者。        当天，海南芸鑫商贸有限公司首站向市新闻中心捐赠红南瓜100 ...全文,,cn,昨天 09:37,3,3,weibo
1847,#纽约首例患者未在医院治疗##印度官员称瑜伽可防新冠肺炎#蛋黄苏超话 都还没睡醒吗？赶紧醒醒吧，真为你们担心😓 苏州 ,,cn,昨天 09:34,3,3,weibo
1848,#意大利累计确诊2036例新冠肺炎# 儋州新闻超话 新州镇：200名贫困户和大学生主动投身抗疫一线 儋州新闻中心消息   自新冠肺炎疫情发生后，在新州镇疫情防控前线，有一群来自各村委会的贫困户和大学生，他们自发加入疫情防控一线，用自己的行动筑牢疫情防控安全线。         “您好，进村请到 ...全文,,cn,昨天 09:33,3,3,weibo
1849,肺炎超话#新冠肺炎##抗疫护士##护士日记# @新浪新闻 #疫情暖心闻#【安排！#火箭军回应护士向国家要男朋友#】武汉方舱医院的一位护士小姐姐，曾写下自己的心愿：“希望疫情结束，国家给我分配一个男朋友。”@东风快递 的小哥哥们来报名了！戳视频↓安排上了！你最爱哪一款？ ...全文,,cn,19小时前,3,3,weibo
1850,衡水同城超话 新冠肺炎疫情发生以来，宅在家里看手机成了普通民众最常见的消遣方式。这样，就给了诈骗分子可乘之机，近日，桃城区公安局和平路派出所就在人员信息排查过程中，抓获了一名电信诈骗的犯罪嫌疑人。 黑吃黑！衡水1骗子竟把骗子给坑了！ ,,cn,19小时前,3,3,weibo
1851,巨野超话#新冠肺炎##浙江新增7例均为意大利输入病例# 【浙江青田回应7例国外输入病例：不建议回国】3月3日，浙江丽水。青田县新增7例（意大利）输入病例，与首例境外输入病例在同一家餐厅工作。青田防控指挥部工作人员表示，不建议华侨现阶段回国，旅途感染风险较高。该7例病例与该省首例境外输入 ...全文,,cn,19小时前,3,3,weibo
1852,#陕西防控新型肺炎#绪刚说事超话【何康林：“3月3”，用书法书写“世界野生动植物日”倡议书】何康林---陕西周至老县城国家级自然保护区一名优秀的“生态哨兵”，带着对大自然的热着和感情，他常年坚守在秦岭大山里。网页链接 ,,cn,20小时前,3,3,weibo
1853,闲人话地震超话 武汉无证行医治好新冠肺炎被查处一事让人深思，整个处理报告只是说明了李跃华没有医师资格，却闭口不提治疗效果问题。尽管这种查处过程没有任何程序上的问题，但这种只看资格不看疗效的常规程序，在这个重大疫病面前，总是显得有点不合乎人情味道上的欠缺，毕竟现在救人是第一位的 ...全文,,cn,昨天 13:11,3,3,weibo
1854,#抗击新型肺炎第一线#易烊千玺超话#我也加油# 打卡第一天 上海·春辉新村 ,,cn,20小时前,3,3,weibo
1855,为民康健谋略，无分中西。只是希望一部分人不用刻意抹杀、不带个人情绪地对待就好了。中医药，不是为了争得什么名号，只为天下苍生健康🙏🙏🙏#抗疫行动##抗击新型肺炎我们在行动##正能量##中医#中医超话#中药##红人的诞生##涨知识##生活百科# →_→#寻找神右君# ...全文,,cn,昨天 08:09,3,3,weibo
1856,扬帆计划超话#扬帆计划在一线# 温暖有你，同心战疫！上海豪润家纺有限公司通过新浪扬帆公益基金捐赠的5090套发热内衣，今日已由@扬帆计划湖北站 站长@刘刚剑 发放给武汉10家一线抗疫医院，让一线战疫工作人员身暖心更暖感谢彩虹公益社-彩虹抗疫特别行动小组协助协调对接受捐医院。 ...全文,,cn,昨天 17:08,3,3,weibo
1857,肺炎超话#新冠肺炎# @新浪视频 【一定是特别的缘分！#方舱医院患者准备考研见到导师# 】2月27日，武汉#江夏大花山方舱医院#方内一位大四医学生患者与医护人员交流谈心，患者说她要考湖南省中医药大学的研究生。刚好这个学校的博导毛老师就在身边。毛老师对他说，祝你早日康复，要做好吃苦耐劳的准 ...全文,,cn,22小时前,3,3,weibo
1858,肺炎超话#新冠肺炎##韩国新型肺炎疫情# @中国新闻周刊 【#在韩非法滞留中国人排队申请回国#：害怕韩国的新冠肺炎疫情】#数百中国留学生放弃在韩上课#据韩媒报道，受新冠肺炎疫情影响，众多在韩非法滞留人员排长队申报自愿回国。3月3日，济州出入境管理中心已受理了250余名滞留当地中国人的回国申请 ...全文,,cn,22小时前,3,3,weibo
1859,新增八百多人，这数字有点高！现在伊朗也是物资告急：N95口罩、呼吸器、试剂盒什么的，今天$鱼跃医疗 sz002223$冲高回落，我模拟没走。而实盘做的朋友，你可以高抛低吸，毕竟口罩概念的高位票杀跌带来的风险（拖累）是要考虑到的。#伊朗新增新冠肺炎病例835例#微博财经超话#微博股票#  ...全文,,cn,22小时前,3,3,weibo
1860,肺炎超话#新冠肺炎##世界新型肺炎疫情##新冠疫情讨论# 英雄名录#在抗击新型肺炎战线殉职# @网眼八分斋 【舆情观察室：伊朗全面检测病毒，美国彭斯带队拜神】伊朗派30万个医疗组，按照中国方案展开全国疫情防控，有人瞪眼；美国副总统彭斯带高官祈祷，纽约州长称新冠主要靠自愈，上帝快帮忙；意大利 ...全文,,cn,22小时前,3,3,weibo
1861,日日看着一个个鲜活的生命求救、呐喊、最后摧折，无数次的我们都面对着这样一个惨痛的事实：他们中有太多人本来可以活下来，这才是最让人痛心的事。肺炎患者求助超话 ,,cn,22小时前,3,3,weibo
1862,哀悼#梅仲明医生因新冠肺炎去世#武汉市中心医院眼科副主任、主任医师梅仲明同志，在抗击新冠肺炎疫情工作中不幸染病，于2020年3月3日中午12时在武汉市金银潭医院去世，享年57岁。据医院公告，他从医30余年，他对工作认真负责，对患者耐心细致。一手video的秒拍视频#天下之事#深圳小天超话 ,,cn,昨天 17:44,3,3,weibo
1863,肺炎超话#新冠肺炎##抗击新型肺炎歌曲##愿做光##杨凤仪# @杨凤仪Fairy 《愿做光》MV上线❤️抗疫公益MV网易云首发欢迎观看摄影：家人 导演/脚本：我（部分素材来源网络不作商业用途）#15岁女孩为疫情创作歌曲##愿做光# @共青团中央 @中央人民广播电台 @绵阳大小事 @绵阳晚报社  ...全文,,cn,22小时前,3,3,weibo
1864,肺炎超话#新冠肺炎##意大利新型肺炎疫情# @新浪新闻 【#意大利返浙8人确诊新冠肺炎# 隔离者：当地没口罩没隔离措施，去医院就诊也很困难】#意大利返浙人员谈回国原因#近日，浙江青田县新增境外(意大利)输入性确诊病例8例。3月3日，梨视频联系到意大利返回青田的被隔离人员。他称，意大利并无 ...全文,,cn,22小时前,3,3,weibo
1865,#新冠肺炎超话#怎么广东中山某些地方的本地人还这么不自觉，太不把这个肺炎放在心上了吧！！这种情况下还十多个人聚众聚会！而且还不戴口罩！就算这之中没有感染者，但是预防一下不好吗？乖乖待在家不好吗？不吃这顿饭会死吗？你们不怕死我还怕死呢，还在我家隔壁！能举报吗？ ,,cn,22小时前,3,3,weibo
1866,复工了，名爵HS车主提醒大家还是小心为妙，斑马智行聪明可亲#复工后上班有多难##武汉加油##新冠肺炎##汽车# @百姓评车 @微博汽车 @视频之家 @车圈大事件 @胖头鱼赞围脖 @邵景峰_上汽设计 中国车市超话 英国车匹夫的微博视频 ,,cn,昨天 07:42,3,3,weibo
1867,【#埃及文物古迹披中国红声援抗疫#】当地时间3月1日，埃及开罗萨拉丁城堡、阿斯旺菲莱神庙等多处地标文物古迹通过灯光秀的形式披上了鲜艳的五星红旗，以表达对中国抗击新冠肺炎疫情努力的支持。@中新视频 中新视频的秒拍视频 #抗击新型肺炎我们在行动#语涵燃视听超话 ,,cn,昨天 07:39,3,3,weibo
1868,【湖南首例#3D打印的新冠肺炎病灶模型# ：清楚看清病变分布】2020年3月2日，湖南郴州利用3D打印技术，成功打印出湖南首例新冠肺炎模型，用于指导临床治疗。相关负责人介绍，模型数据来自院内一新冠肺炎重症患者，打印模型是为了更直观评估患者病情，给同行一个诊断的依据。影响剧大超话 为3D技术点 ...全文,,cn,昨天 07:31,3,3,weibo
1869,中医药抗击疫情#中医##新冠肺炎##中医抗疫第一线#杨桢讲中药的故事超话#科普大作战##健康达人记# 『敬请关注！《中华医药 抗击疫情》五集连播』敬请关注！《中华医药 抗击疫情》五集连播 ,,cn,3/2/20,3,2,weibo
1870,肺炎超话#新冠肺炎##抗疫感动##抗疫护士# @咱们微博吧@新京报我们视频 【#女儿隔门对护士妈妈喊我爱你# 抗疫护士瞬间泪崩】湖北安陆市的护士魏秀连日来奋战在抗疫一线。她担心感染孩子，回家拿东西都让丈夫悄悄下楼，不让孩子知道。这次孩子突然溜出来，见到魏秀隔着大门哭，连喊“妈妈我爱你”。 ...全文,,cn,昨天 05:32,3,3,weibo
1871,肺炎超话#新冠肺炎##共同战疫# @中国日报 【#中英混血小哥写诗痛批病毒歧视#】来自伦敦国王学院的常诚是一名中英混血儿，他的妈妈是中国人，爸爸是英国人。新冠肺炎疫情发生以来，他在海外社交网络上发现一些西方网友平时把“反种族歧视”挂在嘴边，在疫情面前却歧视中国。看到华人遭受的种种不公 ...全文,,cn,3/2/20,3,2,weibo
1872,肺炎超话#新冠肺炎##英国新型肺炎疫情##约翰逊# @微博英国 #全球疫情# 英国首相约翰逊在个人社交媒体上发布了一段视频，视频中他就新冠肺炎在英国传播的现状及未来风险发表了看法。帮大家总结一下：（1）在未来几天或几周内，新冠肺炎疫情在英国可能变得更加严重；（2）英国有超级棒的NHS检测 ...全文,,cn,昨天 05:02,3,3,weibo
1873,肺炎超话#新冠肺炎##大锅药##中药# @新京报 【#云南临沧师生被强制服用大锅药#进展：紧急叫停该行为】3月1日，有网友爆料称，云南临沧强制师生服用 “大锅药”，学生需服药才能报到入学。“大锅药”给出中医药预防药方，临沧教育体育局值班人员称，因对#新型冠状病毒#能起到预防作用。2日凌晨，云 ...全文,,cn,昨天 04:29,3,3,weibo
1874,肺炎超话#新冠肺炎##当护士成为患者# @闪电新闻 【山东医疗队首位治愈患者重返岗位：治愈康复，我要和战友并肩战“疫”】一个月前，在山东援助湖北医疗队精心救治下，一名21岁的女孩经过8天时间的中西医治疗痊愈出院，她也是山东医疗队治愈的首位新冠肺炎患者。如今好消息再次传来，这位痊愈的21岁 ...全文,,cn,昨天 04:25,3,3,weibo
1875,肺炎超话#新冠肺炎# @香港文匯網 【滞留湖北港人返港前心里话：武汉加油 中国加油】新冠肺炎疫情来势汹汹，超过3000名港人滞留湖北已超过1月有余。经多方努力，港府派出专机接载滞留湖北省港人回港。首批专机共有4班，将于明天和后天赴武汉，接载533名港人回家。滞留在湖北武汉四十余天的港人彭先 ...全文,,cn,23小时前,3,3,weibo
1876,最让人感动的画面！看一次感动到哭一次#中国境外累计确诊新冠肺炎8774例##三月#军旅菌超话 军旅菌的微博视频 ,,cn,23小时前,3,3,weibo
1877,【TV Report独家|崔胜铉为新冠肺炎疫情捐赠一亿韩元】崔胜铉超话 为克服新冠病毒带来的损失，捐赠了1亿韩元。3日，据韩媒报道，确认了崔胜铉最近向全国灾害救助协会提供了1亿韩元。相关金额预定将被用在努力应对新冠肺炎医疗组的防疫物品的购买等。 ,,cn,昨天 12:25,3,3,weibo
1878,李跃华医生针灸治病超话李跃华在武汉肺炎爆发之初的这个期间，治疗了疑似冠状病毒的病人近20人左右，最后确诊的10例，轻症的经过治疗1-3次就好了，临床症状消失，体温正常。重症病人治疗的7天以上的，还要加自体疫苗法治疗（治疗期间接受李跃华治疗方案的病人，都建议不要用其它的抗病毒药物，退 ...全文,,cn,23小时前,3,3,weibo
1879,韩志旼超话在韩国新冠肺炎疫情大爆发后，为让与病毒交战的医疗团队在安全环境下进行诊治，捐赠价值1亿韩元（60万人民币）的3000套医用防护服。 ,,cn,昨天 15:24,3,3,weibo
1880,新闻突发超话#全球新冠肺炎疫情速报# 【以预防新冠为名，#德甲球队驱逐日本球迷# ，随后球队道歉但遭网友拒绝】3月1日，莱比锡主场与勒沃库森的比赛，开场仅10分钟，莱比锡的安保人员就驱逐了20名日本球迷，理由是他们是日本人，可能携带新冠病毒。事后遭驱逐的球迷在推特上发文引起热议，随后 ...全文,,cn,昨天 17:39,3,3,weibo
1881,不论白猫黑猫，逮住老鼠就是好猫。西医治疗、中医经络治疗，不是为了争得什么名号，只为天下苍生谋健康🙏🙏🙏#抗疫行动##抗击新型肺炎我们在行动##正能量##中医#中医超话#中药##红人的诞生##涨知识##生活百科##武汉加油#  →_→#寻找神右君# 独家发布：李跃华晒出了自己的第三军医大毕业证书 ,,cn,昨天 17:28,3,3,weibo
1882,新闻资讯超话#关注新冠肺炎#【#湖北将有序关停方舱医院# 逐步恢复正常医疗秩序】3日，湖北省卫生健康委员会副主任涂远超在发布会上表示，湖北将有序推进医疗秩序分区分级管理，分类分步实施，比如高风险区武汉市要继续将疫情防控作为当前头等大事，同时也要合理用好用足现有的医疗资源，尽最大努力 ...全文,,cn,昨天 17:25,3,3,weibo
1883,【98岁！#最高龄新冠肺炎危重症患者康复出院#】3月1日，一位98岁的新冠肺炎危重症患者，在武汉雷神山医院康复出院，她也是目前全国最高龄的危重症康复患者。“98岁的危重症患者都能康复出院，还在住院治疗的所有新冠肺炎患者都应该更有信心，一定能够战胜疾病。”雷神山医院院长王行环教授说。 ...全文,,cn,3/2/20,3,2,weibo
1884,肺炎超话#新冠肺炎##伊朗新型肺炎疫情# @新京报 【一天增523例 #伊朗确诊1501例新冠肺炎病例#66人死亡】3月2日，据伊朗卫生部发言人消息，伊朗确诊感染人数一天内激增523例，目前共1501人确诊新冠肺炎，其中66人死亡。伊朗是中国境外因疫情死亡人数最多的国家，至少8名伊朗高官被感染，其中包括副 ...全文,,cn,3/2/20,3,2,weibo
1885,肺炎超话#新冠肺炎##寻找染病车船飞机乘客# @新浪新闻 【急寻监控中人员！安徽一66岁#确诊患者4天看病时脱口罩#】2月27日，安徽无为市发现1例新型冠状病毒肺炎病例，患者陆某某，66岁，女。2月18日身体不适，2月19日、21日、23日、24日上午均在三泰医院就诊，患者医院脱口罩轨迹及接触人员曝光，请 ...全文,,cn,3/2/20,3,2,weibo
1886,#韩国新冠肺炎定点医院16名护士辞职#这些辞职的护士理由很简单：没有时间照顾孩子。想想也对，一下子那么忙就是没有时间照顾孩子。厨子磨刀超话 我们全国各地援助湖北的医生护士他们也有孩子老人吧？他们就没有考虑过这些？就冲这一点，这几个辞职的护士还真得好好学学我们。 ,,cn,3/2/20,3,2,weibo
1887,#抗击新型肺炎第一线#新型肺炎超话武汉加油，中国加油！ 苏州 ,,cn,3/2/20,3,2,weibo
1888,高考壁纸致2020年所有考生～加油 我们是传奇的一节生于非典考于肺炎 必将创造出新奇迹壁纸超话#壁纸##高考# ,,cn,3/2/20,3,2,weibo
1889,印尼🇮🇩继洪水之后 新冠肺炎开始了tatan超话 ,,cn,3/2/20,3,2,weibo
1890,#抗击新型肺炎第一线# “你们还不上班，准备何时开工啊？” 今儿物业管理处来电询问，“等大家都可以上班了我再开业，行吗？”……#健康#普洱超话 ,,cn,3/2/20,3,2,weibo
1891,肺炎超话#新冠肺炎##美国新型肺炎疫情##彭斯# @观察者网 【彭斯：美国未来可能出现更多死亡病例】29日，美国副总统彭斯接受CNN采访，他表示虽然大多数美国人面临新冠肺炎的风险低，但可能即将出现更多死亡病例。“对于有其他并发症的人来说，这可能导致更坏的结果，我们会有更多悲伤的消息。但美国 ...全文,,cn,3/2/20,3,2,weibo
1892,肺炎超话#新冠肺炎##抗疫论坛# #新冠疫情讨论##张维为# @污哩探长  【时事综述】#中国抗疫的世界意义# 视频：张维为教授谈：中国抗疫的世界意义 @张维为观点 #微博演讲# 污哩探长的微博视频 ,,cn,3/2/20,3,2,weibo
1893,肺炎超话#新冠肺炎##澳大利亚新型肺炎疫情# @新浪新闻 【#澳洲首次出现人传人病例#：一男性医护人员被感染 途径不明】3月2日，澳大利亚首次出现两例人传人新冠肺炎病例，其中一例患者为41岁的女性，她的哥哥两天前刚从伊朗返澳随后确诊，与患者有过密切接触。另一例为一男性医护人员，至少近3个月 ...全文,,cn,3/2/20,3,2,weibo
1894,#韩国新冠肺炎定点医院16名护士辞职#咱中国医护人员是争着上前线，这些人是当逃兵，对比中见高低。治疗白癜风就找最美乡村女医生钟晶超话 ,,cn,3/2/20,3,2,weibo
1895,肺炎超话#新冠肺炎##抗击新型肺炎歌曲##多谢你#@半岛湛江TSAMKONG 【粤语歌曲《多谢你》致战“疫”一线的“战士”们】新冠肺炎疫情发生后，白衣天使们在战“疫”一线救治病患的一举一动，深深感动了无数人。近日，广东音乐人创作了一首粤语歌曲《多谢你》，向所有在战“疫”一线奋战的白衣天使和其 ...全文,,cn,3/2/20,3,2,weibo
1896,肺炎超话#新冠肺炎##等到樱花烂漫珞珈山# @新华视点 【#400多岁古旱莲开花了# 快来“云裳花”！】近日，陕西汉中勉县武侯祠内，一棵400多岁古旱莲进入花期，满树莲花红白相间，十分动人。受新冠肺炎疫情影响，武侯祠目前仍在闭馆。为了满足观众“赏花”需求，工作人员对古旱莲开花盛况进行 ...全文,,cn,3/2/20,3,2,weibo
1897,肺炎超话#新冠肺炎##欧洲新型肺炎疫情# @时差视频 【#欧盟提升新型冠状病毒风险级别#：“中等”提升至“高”，成立专门应对小组】当地时间3月2日，欧盟委员会主席冯德莱恩表示，欧洲疾控中心已将#新型冠状病毒#风险级别由“中等”提升至“高”。根据这一对疫情的最新评估，欧委会也决定成立专门的 ...全文,,cn,3/2/20,3,2,weibo
1898,#韩国新冠肺炎定点医院16名护士辞职# 儋州新闻超话 海南环岛高铁部分列车恢复开行海南日报记者2日从海南铁路有限公司获悉，海南铁路调整优化列车运行方案，3月3日至9日恢复开行3对海南环岛高铁动车组列车，具体车次如下： 三亚开C7306、C7320、C7332次列车，海口东开C7313、C7325、C7 ...全文,,cn,3/2/20,3,2,weibo
1899,肺炎超话#新冠肺炎##大邱疫情# @香港商報網 【#韩国版“火神山医院”在大邱开建#！超2000人正在等待入院】截止3月2日16时，韩国新冠肺炎患者累计确诊4335人，大邱确诊人数超过3000人。由于医疗资源不足，大邱现有超过2000名确诊患者只能在家隔离，等候入院治疗。韩国政府在劳动福利公团大邱医院安 ...全文,,cn,3/2/20,3,2,weibo
1900,【韩艺瑟结束意大利行程后未出现新冠肺炎感染症状】2日，韩艺瑟超话 的经纪公司表示:“韩艺瑟结束了海外日程回来之后，身体还没有出现异常症状。认为内部没有问题。”并且补充道:“和韩艺瑟一起从国外回来的工作人员在检查结果中呈阴性，稍微有异常症状的话就会马上接受检查”。此前，韩艺瑟从 ...全文,,cn,3/2/20,3,2,weibo
1901,肺炎超话#新冠肺炎##赛事传播##C罗# @新浪新闻 【#C罗与新冠肺炎患者间接接触#：合练队友曾与感染者密切接触】据《太阳报》报道，意大利一支名为Pianese的丙级联赛球队有3名球员和1名俱乐部工作人员被检测出#新型冠状病毒#呈阳性，而尤文图斯U23队一周前刚跟这支球队踢过比赛。据称，一些参加了那 ...全文,,cn,3/2/20,3,2,weibo
1902,肺炎超话#新冠肺炎##加拿大人囤积末日套餐# @中国新闻周刊 【加拿大政府建议民众备好一周食品，有市民开始囤积质期25年“末日套餐”】 据global news报道，为了应对新冠肺炎，#加拿大政府建议民众尽早囤货#，在家中留出一周的药品和食品供应。根据网友晒出的照片，加拿大各大超市门前开始排队，有 ...全文,,cn,3/2/20,3,2,weibo
1903,现在和敌人穿一条裤子#中医##新冠肺炎##中医抗疫第一线#杨桢讲中药的故事超话 ,,cn,3/2/20,3,2,weibo
1904,肺炎超话#新冠肺炎##抗疫好消息##新冠疫情拐点# @中国新闻网 #战疫日志#【湖北外无新增死亡病例 武汉现钞“硬核”消毒】2月25日0—24时，新增确诊病例406例，新增死亡病例52例，湖北外新增死亡病例为0。新冠肺炎逝者遗体解剖已完成11例。“病毒猎手”利普金证明新冠病毒来于自然，将送中国检测试剂 ...全文,,cn,3/2/20,3,2,weibo
1905,【TWICE成员林娜琏为新冠肺炎疫情防治捐款5000万韩元】2日，TWICE超话 成员林娜琏超话 向“爱的果实”社会福利共同募捐会捐赠了5000万韩元，加入了新冠肺炎疫情防治的捐赠行列。林娜琏表示:“希望能够对很多人有所帮助，希望大家都能健康。”此笔捐款将用于大邱、庆尚北道地区的疫情防治工作， ...全文,,cn,3/2/20,3,2,weibo
1906,#战疫打卡行动#  花到啦！！！花到啦！！！特！别！开！心！！#全国确诊新型肺炎病例#鹿晗超话 ,,cn,3/2/20,3,2,weibo
1907,肺炎超话#新冠肺炎##赛事传播##韩国新型肺炎疫情# @新浪体育 【#韩国确诊患者现场观看亚冠# 共17000多名观众同场】韩确诊1新冠肺炎患者曾现场看亚冠 涉及1.7万球迷 该男子在2月26日确诊为新冠肺炎，随后他访问了大邱新天地教会。他曾于2月19日乘坐公交车，观看水原三星vs神户胜利船的#亚冠比赛#，该患者坐在E区1层残疾人坐席 ...全文,,cn,3/2/20,3,2,weibo
1908,魔鬼六天的日子#湖北加油武汉挺住#肺炎超话#武汉# 武汉 好吃佬三胖水哥的微博视频 ,,cn,3/2/20,3,2,weibo
1909,【大锅药】历史经验的传承#中医##新冠肺炎##中医抗疫第一线#杨桢讲中药的故事超话 ,,cn,3/2/20,3,2,weibo
1910,心脏康复超话 『科普小知识』对于这次疫情，喝板蓝根和熏醋能不能预防病毒感染？板蓝根适用于治疗风热感冒等热性疾病，对新冠病毒感染的肺炎无效。食醋所含酸浓度很低，熏醋达不到消毒的效果。心脏康复超话 ,,cn,昨天 14:35,3,3,weibo
1911,肺炎超话#新冠肺炎##抗疫医生# @新华视点 #新型冠状病毒感染肺炎#【勇战红区！高危、汗水、勒痕，只为与死神抢人！】 “红区”，抗疫医院中重症隔离病房的别称。这里是人类与疫魔激烈交锋的战区。气管插管、吸痰都是极高危操作，医护人员可能在一瞬间就被感染，怕过、担心过，但何曾退却？在这里， ...全文,,cn,昨天 14:30,3,3,weibo
1912,肺炎超话#新冠肺炎##复工抗疫# @新华视点 #新型冠状病毒感染肺炎#【珠三角复工率突破九成】以珠三角为核心的广东企业复工率已经超过90%，外省已返粤人员超过608万人。返程高峰已经到来，珠三角复工复产速度在加快。同时疫情之下，人员输出的计划性和精准度在加强。戳视频⬇️（记者李嘉乐、黄浩苑 ...全文,,cn,昨天 14:24,3,3,weibo
1913,轶夫当观超话#老苏#@老苏8811 他女儿因肺炎去世，他和老伴、13岁外孙女都被传染。老人在深夜学会了用微博，胆怯地向外界求助，希望先救孩子。但最终还是离开了……#新冠肺炎病毒几乎人人易感# ,,cn,昨天 14:24,3,3,weibo
1914,#老苏#之前关注了武汉肺炎求助超话，每一次都不忍心打开，因为一打开看见那些求助，眼泪就止不住，心揪的疼，今天通过热搜看见这位老人去世了，越想越觉得悲惨，新冠肺炎让无数的家庭支离破碎，还是要重视起来。国家一定会战胜病毒！ 南京 ,,cn,昨天 14:24,3,3,weibo
1915,肺炎超话#新冠肺炎##荷兰新型肺炎疫情##欧洲新型肺炎疫情# @梨视频 【#耐克一名员工确诊新冠肺炎# ，欧洲总部临时关闭三天进行深度清洁】耐克表示，因一名员工确认感染了新冠肺炎，其位于荷兰的欧洲总部将从周一开始暂时关闭，直至本周三。耐克将利用这段时间对办公场所进行深层清洁。耐 ...全文,,cn,昨天 14:22,3,3,weibo
1916,#钟南山团队建议严格防控实施至4月底##关注新冠肺炎疫情##特朗普要求几个月内开发出新冠疫苗#中国复兴有我超话#向科学要答案要方法##美国疫情#中国复兴有我超话可能性之一!美国生物医药界对自己国内的新冠疫情心知肚明，密而不宣，并放任疫情蔓延至中国武汉。如果中国疫情全面大爆发，就甩锅中 ...全文,,cn,昨天 14:20,3,3,weibo
1917,新闻突发超话#狙击新型肺炎人人有责# 【等夏天到了，妈妈就能从一线回来了】#武汉12岁小学生作文#张墨涵，武汉的一名小学生。他的妈妈是医生，爸爸在应急局工作。因为疫情他们取消了原本的春节旅行，投奔一线工作中。而墨涵则被迫成了“留守儿童”，连除夕夜都是自己一个人过的。他跟爸妈说：只要 ...全文,,cn,昨天 14:20,3,3,weibo
1918,#老苏#我记得他，当时首页深夜发现他的微博，还特意去看，当时看到他把微博打赏那些贴出来，日后捐掉，只求外孙女可以得到妥善安排，老两口已经无所谓时真的很心酸.当时还随他微博看了那个肺炎患者求助超话，除了心酸，捐款我什么都做不了，，太难了春天早日到来吧 ,,cn,昨天 14:19,3,3,weibo
1919,肺炎超话#新冠肺炎##日本新型肺炎疫情# @梨视频 【受新冠疫情影响，#中国石材厂停工致日本墓碑缺货#：已有多位客人等待墓碑】据日本朝日电视台报道，中国石材工厂因受到新型冠状病毒肺炎疫情的影响而停工，日本武藏石材店用来制作墓碑的石材中大约有7~8成是中国生产。目前该店有5位客人 ...全文,,cn,昨天 14:19,3,3,weibo
1920,肺炎超话#新冠肺炎##抗击新型肺炎歌曲##逆行者##阿振# @人民陆军 【战“疫”MV丨致敬《逆行者》 期待你们凯旋】#点赞人民军队#在抗击新冠肺炎疫情的关键时刻，无数医护人员冲在一线。原创MV《逆行者》，向所有一线医务工作者们致敬！（阿振 苏鹤）  人民陆军的微博视频 北京·陆军航空兵学院 ,,cn,3/2/20,3,2,weibo
1921,肺炎超话#新冠肺炎##抗击新型肺炎知识# @新华视点 #新型冠状病毒感染肺炎##疫情心理疏导# 面对新冠肺炎疫情，青少年应该如何进行心理调适？#抗疫影片# 新华视点的微博视频 北京·新华社 Xinhua News Agency ,,cn,3/2/20,3,2,weibo
1922,肺炎超话#新冠肺炎##澳大利亚新型肺炎疫情# @梨视频 【#澳大利亚首现人传人病例#，超市被抢空，州卫生部长建议拍背打招呼】新南威尔士州卫生部3月2日宣布，澳大利亚首次出现新冠肺炎人传人病例。一名从伊朗返回的男子确诊后，其妹妹也被确诊。另有一名医护人员在治疗新冠肺炎病人后确诊，他们近期 ...全文,,cn,3/2/20,3,2,weibo
1923,南韩有四名新冠肺炎患者在家中病死。青牛论道超话#新天地会长李万熙跪地道歉# ,,cn,3/2/20,3,2,weibo
1924,【大爱无疆！张家口美术家绘画作品义卖活动（部分作品展示第四期）】#抗击新型肺炎我们在行动# 张家口超话      千里江山为一国，东南西北是一家。2020年的春天有点特别，新型冠状病毒肺炎疫情来势凶猛。成千上万名工作人员奋战在抗疫一线，在病毒肆虐的大地上播撒下爱的火种，发散出穿透寒风的温 ...全文,,cn,3/2/20,3,2,weibo
1925,肺炎超话#新冠肺炎##武汉患者就医实情# @凤凰卫视 【粤援汉医护人员介绍武汉治疗情况】截至目前，武汉及湖北其他地区的抗疫形势积极向好，那么武汉目前的医疗救治情况如何？当地居民的情绪如何？而除了疫情以外，当地在常规疾病的救治方面是什么进展？相关消息，来看看凤凰特派武汉记者罗羽鸣发回 ...全文,,cn,3/2/20,3,2,weibo
